DTCR I5_OHLC_NE Gold_OHLC_NE BT_OHLC_NE DJIA_OHLC_NE SSECI_OHLC_NE FTSE100_OHLC_NE BVSP_OHLC_NE BSESN_OHLC_NE Nickel_OHLC_NE NIKKEI225_OHLC_NE VIX_OHLC_NE
05.12.2005 77096.01404 515.17 56.3115 10819.5465 1093.2285 5524.995 32822.1 8897.738 13522 15416.6865 11.7255
12.12.2005 77525.99396 518.225 58.303 10843.059 1120.149 5513.225 33297.65 9203.467 13793 15520.4575 10.81
19.12.2005 78215.81044 502.4 55.812 10855.4885 1133.7255 5567.03 33286.3 9353.06 13313 15700.183 10.8025
26.12.2005 78406.78216 512.7 56.8575 10814.642 1158.2765 5611.755 33302.55 9255.733 13344 16143.479 11.2805
02.01.2006 78509.7326 528.57 60.932 10836.2435 1177.524 5677.49 34479.8 9543.659 13802 16335.612 11.512
09.01.2006 84765.35772 548.11 62.56 10992.1085 1216.583 5721.31 35535.2 9482.051 14660 16359.7365 11.155
16.01.2006 89442.59488 554.05 64.2005 10877.3215 1226.419 5698.005 36283 9360.889 14541 15821.2365 12.2345
23.01.2006 92282.2466 558.865 64.3315 10752.177 1255.4575 5690.045 37283.4 9620.2295 14763 15765.0165 13.051
30.01.2006 93095.19148 568.105 64.341 10883.572 1258.05 5772.88 37902 9869.341 15104 16620.0475 12.76
06.02.2006 92739.07768 562.675 61.234 10830.984 1279.8655 5761.53 36939.45 10015.712 15085 16539.6715 13.1335
13.02.2006 93185.55764 546.92 57.7385 11020.018 1282.014 5804.015 37198.75 10122.7495 14990 16002.4065 12.4155
20.02.2006 98517.19796 554.745 59.3395 11094.44 1282.1135 5856.925 38374.9 10170.0745 14838 15826.95 11.968
27.02.2006 98855.0104 564.145 60.7675 11044.4865 1295.3055 5840.38 38827.75 10453.8195 14914 16017.2005 11.8205
06.03.2006 94805.7226 550.785 60.3975 10993.6925 1261.8605 5859.605 37459.55 10642.94 14770 15826.0085 12.5375
13.03.2006 93384.36012 551.54 62.5985 11178.6315 1264.6035 5966.595 37630.25 10840.862 14745 16282.774 11.3985
20.03.2006 95068.26868 552.985 61.618 11277.345 1291.338 5998.755 37746.45 10895.652 14901 16513.6785 11.457
27.03.2006 96726.5116 572.585 64.24 11197.177 1297.7155 5980.03 37477.45 11173.4895 15138 16827.509 11.4065
03.04.2006 100699.45468 590.72 66.821 11191.8845 1329.784 6023.585 38832.75 11646.5675 16192 17359.5245 11.458
10.04.2006 107756.52472 599.765 69.352 11127.739 1352.5145 6024.365 38309.45 11453.0745 17600 17311.101 12.607
17.04.2006 112068.47132 623.42 72.466 11247.5385 1386.9065 6063.665 39365.75 11808.181 18478 17266.6055 11.799
24.04.2006 114393.75336 636.695 72.5395 11339.571 1412.558 6086.53 39952.8 11838.991 19472 17016.536 11.872
01.05.2006 119090.41788 668.65 72.2275 11422.175 1440.22 6046.73 40770.9 12171.736 19238 17017.032 11.958
08.05.2006 120859.55524 701.485 71.5465 11566.104 1529.2085 6062.735 41364.95 12472.3245 20771 17021.568 12.3835
15.05.2006 104681.58376 688.98 69.0975 11285.1945 1628.741 5762.12 38732.6 11781.161 20851 16225.2845 15.113
22.05.2006 94922.6642 653.135 68.7285 11154.543 1614.4265 5637.895 36796.85 10670.212 22148 15824.185 16.803
29.05.2006 100811.02788 643.085 69.386 11204.233 1654.5155 5725.01 37464.15 10546.9865 22606 15720.689 15.754
05.06.2006 96015.3364 627.865 68.852 10995.8845 1626.2385 5681.71 36066.45 9848.414 21492 15152.2755 17.419
12.06.2006 86834.4092 581.855 67 10861.357 1544.5465 5580.605 33384.8 9421.666 19430 14536.959 19.956
19.06.2006 90565.60176 582.16 67.6675 11010.687 1588.6865 5656.27 34164.55 10037.342 20094 14843.198 16.3815
26.06.2006 96561.04676 589.585 71.452 11045.401 1645.546 5718.535 35234.75 10211.005 21465 15134.6425 15.0695
03.07.2006 104906.06848 619.885 73.406 11183.763 1714.6975 5866.6 36821.25 10721.7215 23938 15498.8295 13.6335
10.07.2006 104689.54056 644.705 73.604 11000.9585 1712.543 5834.08 35980.8 10712.4385 28199 15231.931 15.2615
17.07.2006 101733.94616 640.4 74.3865 10864.1735 1664.0325 5727.545 35628.45 10285.317 27320 14731.0525 17.1145
24.07.2006 104869.276 622.29 74.0485 11087.883 1672.9245 5868.125 36585 10473.887 26764 15001.82 14.99
31.07.2006 107610.902 645.92 75.8635 11196.312 1605.985 5902.835 37259 10836.464 27819 15458.889 14.7835
07.08.2006 111439.58928 648.5 77.261 11151.9245 1579.191 5833.425 37481.1 11029.407 28330 15476.2255 14.968
14.08.2006 111189.64992 627.28 72.9805 11253.2045 1596.5795 5884.115 37260.25 11384.7735 31400 15950.038 12.8985
21.08.2006 109330.45128 625.815 72.1845 11321.7945 1608.628 5887.545 36358.35 11504.105 33910 16060.797 12.333
28.08.2006 109810.79448 621.115 69.4305 11375.186 1649.495 5905.71 36361.8 11692.963 32654 15952.0275 12.2885
04.09.2006 107167.29204 628.51 66.6155 11410.698 1662.2365 5933.46 37143.45 11894.3285 30580 16212.9055 13.1355
11.09.2006 100577.87776 588.73 62.9675 11488.4145 1688.6365 5878.635 36192.7 11814.5685 29941 15855.503 12.064
18.09.2006 99917.70504 582.45 60.7455 11552.9445 1733.399 5867.3 35542.5 12110.4605 28628 15795.204 12.057
25.09.2006 97318.99872 595.105 60.1795 11653.14 1726.6235 5895.28 35753.5 12332.7675 30712 15814.7645 11.952
02.10.2006 99353.012 582.94 58.951 11770.437 1752.42 5967.575 37280.85 12378.6215 31322 16286.591 12.1655
09.10.2006 102932.10272 580.95 58.9385 11882.355 1781.8845 6074.71 38453.3 12458.487 32822 16452.3195 11.4995
16.10.2006 106111.15028 596.79 58.6585 11980.5275 1780.8115 6150.375 38879.95 12840.4025 33698 16623.438 11.241
23.10.2006 104971.09944 591.045 58.0155 12113.01 1798.3055 6181.42 39364.3 12713.9265 33192 16775.9225 10.8365
30.10.2006 103436.86124 615.07 56.6115 12048.362 1837.1725 6142.975 39525.45 13028.142 32488 16357.1565 11.2395
06.11.2006 106503.41316 627.715 57.547 12119.903 1880.106 6220.33 40985 13162.6355 31535 16285.679 11.025
13.11.2006 107944.39408 623.855 57.1825 12223.4855 1908.994 6212.67 40950.85 13459.4855 30460 16186.927 10.4995
20.11.2006 106751.69796 627.705 58.763 12316.7685 2030.8755 6170.425 41565.85 13594.364 32331 15791.19 10.1915
27.11.2006 109239.79252 641.775 61.6675 12183.002 2057.5105 6058.305 41439.05 13699.57 34266 16016.9385 11.461
04.12.2006 113779.13636 642.305 63.564 12291.8275 2149.5725 6088.935 42820.85 13928.6395 34742 16367.9415 11.682
11.12.2006 114999.6904 630.595 62.2485 12355.132 2211.038 6189.55 43337.7 13355.3135 34832 16697.6495 10.5235
18.12.2006 115540.89204 622.185 62.0565 12437.5445 2343.9205 6212.255 43461.4 13466.7265 34221 16968.099 10.619
25.12.2006 116448.04132 629.8 61.3565 12443.3525 2512.236 6212.275 43987.3 13713.561 34372 17186.1905 11.126
01.01.2007 119567.918 631.33 58.2935 12470.3205 2684.7355 6271.38 44314.5 13900.0275 33899 17250.0385 11.687
08.01.2007 112815.38276 613.335 53.919 12451.6225 2749.7965 6200.825 42445.85 13638.9685 34153 17059.019 11.559
15.01.2007 112625.73928 627.51 52.1255 12562.0765 2776.4045 6226.46 42830.7 14164.078 36444 17245.8785 10.651
22.01.2007 112197.01756 642.96 54.4435 12530.0835 2904.6395 6254.275 44126.45 14169.1505 40453 17447.3545 10.6615
29.01.2007 111451.326 653.4 56.0995 12577.2625 2841.498 6248.75 44362.35 14245.0145 40150 17470.9465 10.7545
05.02.2007 114486.47852 659.485 57.474 12645.6385 2686.086 6346.5 44914.25 14558.3295 39331 17372.2745 10.587
12.02.2007 111447.7756 670.59 55.9485 12680.9745 2885.243 6396.19 45226.9 14185.1945 40149 17679.386 10.587
19.02.2007 113359.39848 676.235 57.543 12731.652 2998.47 6401.8 46027.8 14187.434 42594 17985.7365 10.3475
26.02.2007 111328.81484 673.475 60.0175 12334.2705 2873.7545 6252.985 44088.75 13258.119 44552 17758.0565 15.399
05.03.2007 105261.16012 648.195 60.891 12193.215 2865.1315 6146.83 42778.85 12731.8985 44294 16899.5065 16.1055
12.03.2007 105883.11188 648.255 60.663 12169.593 2936.0605 6143.14 43362.35 12717.5845 48001 16984.473 16.364
19.03.2007 109087.51464 659.505 60.988 12343.1485 3029.355 6244.55 44655.75 12922.002 48041 17227.195 13.4885
26.03.2007 113782.5382 664.44 65.8955 12377.994 3150.934 6301.055 45235.9 13074.705 45563 17338.527 14.3845
02.04.2007 113607.09504 674.38 68.449 12484.362 3278.685 6355.1 46241.3 12714.714 50567 17371.022 13.7295
09.04.2007 116133.3646 681.31 68.197 12550.7995 3458.239 6410.715 47126.75 13165.0345 50666 17610.6295 13.0405
16.04.2007 115190.78684 691.935 66.0015 12781.549 3557.252 6471.725 48756.85 13655.199 50171 17540.2145 12.2225
23.04.2007 115555.59604 687.035 67.2395 13023.744 3728.8145 6460.095 49218.85 14089.9685 50741 17408.9445 12.9625
30.04.2007 113881.15576 680.785 66.0235 13172.428 3834.8345 6481.13 49561.5 13909.927 51159 17350.563 13.318
07.05.2007 113294.7534 681.61 64.652 13293.5215 3957.6865 6554.16 50534 13817.0525 52931 17658.13 13.2405
14.05.2007 108982.63644 666.16 67.3635 13432.058 3994.2765 6573.33 51187.05 14101.0795 53237 17553.4995 13.5585
21.05.2007 108054.92996 659.52 71.305 13525.8325 4109.837 6606.335 51774.1 14352.14 51868 17609.116 13.2765
28.05.2007 103218.17632 660.275 69.633 13567.8145 4153.385 6601.25 52190.7 14494.0305 50787 17711.515 13.282
04.06.2007 107545.64252 670.895 71.8865 13500.941 3790.7705 6582.155 52666.75 14360.02 47276 17971.2965 14.644
11.06.2007 108048.39424 654.995 70.057 13465.9255 4074.9955 6582.705 52963.45 14133.8385 41764 17831.647 14.7595
18.06.2007 112359.92208 658.905 72.184 13556.667 4212.309 6652.27 54493.95 14340.7885 38850 18169.116 14.185
25.06.2007 110906.89284 649.77 72.8515 13391.26 3959.3515 6560.095 54120.7 14512.6865 37238 18019.2215 16.5115
02.07.2007 113858.4922 655.015 75.04 13551.856 3782.533 6638.025 55615.55 14819.273 36321 18171.6475 15.382
09.07.2007 116890.70664 664.2 78.5585 13673.126 3875.8605 6671.985 56613.8 15060.9295 33344 18160.797 16.0575
16.07.2007 119096.582 672.025 79.238 13942.3095 3907.819 6643.905 57598.3 15394.3745 32853 18151.5335 15.876
23.07.2007 117677.178 674.585 77.798 13698.017 4263.6845 6449.615 55671.65 15644.8275 32162 17775.5495 19.173
30.07.2007 114064.4 667.305 77.448 13328.7935 4418.5675 6267.325 54122.15 15194.971 30555 17075.1155 22.738
06.08.2007 112002.862 674.925 72.2085 13404.0635 4664.3675 6257.02 53552.1 15022.075 27809 16958.797 24.315
13.08.2007 109610.676 668.045 70.764 13035.8565 4789.895 6077.31 50165.55 14726.15 26219 16400.3935 28.756
20.08.2007 109266.96 663.025 69.094 13182.4915 4963.5075 6147.845 50655.45 14302.4 26957 15978.123 24.365
27.08.2007 112000.404 669.51 71.2425 13255.0215 5155.279 6180.55 52827.2 14953.6075 27588.65 16244.4165 24.1265
03.09.2007 113244.176 686.53 75.7095 13326.5095 5318.6445 6302.93 54762.85 15495.836 28018.6375 16306.291 24.227
10.09.2007 112640.486 709.985 77.833 13290.892 5229.523 6259.855 54030.3 15587.4475 27047.85 15873.47 25.877
17.09.2007 116220.504 724.73 79.2485 13678.7675 5415.011 6345.655 56313.1 16024.3705 31187.9 16173.22 21.8045
24.09.2007 120723.204 732.655 79.0225 13839.4885 5436.443 6449.34 59444.45 16981.7205 32059.775 16522.0125 18.2015
01.10.2007 123464.312 738.875 79.2715 14015.7455 5552.3 6526.18 61238.95 17566.0985 30448.8 17026.123 18.096
08.10.2007 126613.9 746.895 79.171 14066.5475 5771.575 6631.395 62894.95 18277.1045 30930.75 17229.1325 17.3645
15.10.2007 126138.9 764.37 83.203 13889.8415 5972.6185 6635.335 62528.65 18443.0455 31729.85 17095.5435 19.5325
22.10.2007 124106.894 767.745 84.842 13635.806 5695.1715 6527.415 62193.1 18380.939 31251.925 16426.6625 21.2555
29.10.2007 128788.648 793.54 89.6525 13766.1405 5842.0395 6649.335 64752.75 19838.2755 31411.575 16675.0195 20.8625
05.11.2007 130733.732 825.785 92.4145 13400.8615 5513.985 6424.825 63775.45 19389.182 31962.55 16048.244 25.3165
12.11.2007 128025.8 805.37 90.3805 13160.074 5269.1595 6357.43 63422.15 19335.7475 32540.25 15282.0215 26.779
19.11.2007 122023.95 799.245 94.1905 12948.4455 5169.785 6166.27 61946.95 19077.3715 29463.9 14953.173 26.1355
26.11.2007 123063.188 807.405 92.183 13109.0115 4925.292 6261.925 60961.2 19165.6605 27750.725 15278.6065 25.222
03.12.2007 124814.286 801.535 89.3015 13425.202 4968.141 6438.765 64347.25 19739.392 25893 15714.6395 22.506
10.12.2007 128512.38 808.06 90.6175 13533.4835 5065.717 6498.155 64433.25 20153.95 25854.475 15810.431 22.23
17.12.2007 125978.268 802.92 91.3175 13254.0525 4952.648 6324.305 61452.45 19273.0925 25941.6 15172.7625 21.94
24.12.2007 126221.514 823.84 93.501 13476.8175 5236.567 6467.505 63315.25 19929.463 26433.625 15439.726 19.3575
31.12.2007 124239.65 840.2 94.17 13312.56 5261.56 6461.7 63846 20333.545 26374.5 15343.87 22.2275
01.01.2008 124239.65 854.36875 96.27125 13110.455 5286.501875 6444.35 62999.0625 20407.926875 27496.71875 15229.55125 22.9425
07.01.2008 124774.514 877.585 94.0875 12735.5545 5418.7485 6291.865 62096.1 20806.75 28058.05 14442.3815 24.1845
14.01.2008 121251.924 890.725 90.322 12462.09 5327.824 6034.5 59520.55 20077.781 28061.9 13866.3405 24.95
21.01.2008 106937.38 891.375 88.3795 12154.273 4760.1185 5731.475 55442.05 17532.351 26898.925 13131.709 29.3065
28.01.2008 107397.208 924.085 91.4495 12475.5885 4441.642 5857.31 59281.2 17958.296 27293.975 13397.656 27.032
04.02.2008 107028.246 906.76 89.1815 12361.0305 4590.323 5877.635 59715.4 18148.7025 26825.225 13415.5715 27.5955
11.02.2008 109120.838 914.155 93.6165 12363.2655 4547.7995 5831.04 61485 17195.3515 27680.45 13247.0945 26.032
18.02.2008 111532.258 931.305 96.6225 12350.857 4548.966 5911.57 63003.25 17781.461 27948.325 13581.1855 25.0755
25.02.2008 111783.808 958.815 98.976 12556.789 4292.121 6000.27 64995.3 17724.5515 29392.5 13854.9245 23.397
03.03.2008 107091.778 979.455 100.823 12154.907 4341.8545 5795.72 63631.95 16464.8505 32649 13053.121 26.5385
10.03.2008 108041.304 983.79 105.073 12013.3625 4087.785 5697.115 61659.65 15844.2105 32272.5 12600.2445 27.834
17.03.2008 103698.97 961.045 102.001 12169.207 3775.703 5528.16 59940.6 15087.6855 30033.575 12137.0195 29.243
24.03.2008 105187.766 935.09 102.1285 12425.0635 3582.0695 5635.245 60707.9 15896.341 29932.55 12624.9275 25.8125
31.03.2008 107883.672 906.91 102.2435 12513.1845 3414.0895 5829.16 62738.2 15784.9795 28980.7 12959.5455 23.834
07.04.2008 110631.074 927.09 107.279 12553.998 3505.796 5969.99 63810.9 15693.1805 28558 13205.1945 22.6285
14.04.2008 111055.488 934.535 111.3685 12507.662 3276.449 5951.47 63453.35 16195.247 29168 13187.968 21.852
21.04.2008 112006.624 907.645 115.074 12796.853 3322.0335 6051.215 64967.2 16775.81 28552 13623.229 20.309
28.04.2008 110956.864 873.895 113.574 12912.7405 3570.095 6103.515 66208.1 17329.458 28791 13884.479 19.7345
05.05.2008 114623.866 875.98 120.739 12904.3645 3673.433 6216.555 69666.95 17270.951 28081.25 13980.2045 19.166
12.05.2008 125510.59 878.27 123.878 12892.975 3607.347 6230.27 70737.7 17020.499 26595 14015.5955 17.518
19.05.2008 130331.408 918.8 129.102 12762.547 3515.1335 6231.585 72768.5 17136.8075 25223 14058.315 17.9785
26.05.2008 126785.268 902.685 129.657 12578.2255 3408.201 6088.265 71937.75 16416.252 23151 13938.449 19.026
02.06.2008 125311.288 887.265 126.861 12461.1835 3394.5565 6001.565 70533.25 15854.6335 22293.25 14361.3125 20.0685
09.06.2008 120578.85 878.55 135.3015 12218.068 3080.2775 5813.46 67926.35 15074.4555 23036.25 14076.464 23.109
16.06.2008 122055.586 891.73 134.291 12114.5095 2839.4615 5770.205 67052.75 15317.2165 23209.25 14247.391 21.7185
23.06.2008 116359.602 899.245 136.9265 11705.056 2813.836 5609.78 64661.6 14168.873 21760 13759.585 22.7565
30.06.2008 111758.996 936.33 143.217 11308.776 2684.8895 5496.24 62162.45 13333.595 21282 13372.752 24.7085
07.07.2008 108137.228 934.675 141.085 11233.7415 2833.892 5443.29 59497.5 13654.846 21036.5 13127.672 25.388
14.07.2008 106809.684 966.61 137.955 11194.2265 2773.817 5242.795 60814.65 13067.901 20532 12876.894 26.523
21.07.2008 102405.562 940.52 128.302 11497.2495 2853.6345 5383.22 59184.25 14355.822 19653.25 13228.49 22.6095
28.07.2008 94505.538 917.48 124.3885 11370.8115 2839.7425 5362.1 58396.6 14215.8205 18301.5 13283.1425 22.5495
04.08.2008 91588.614 884.21 118.5805 11497.3475 2716.493 5432.33 56778.3 14949.0315 17899 13080.3285 21.535
11.08.2008 91198.938 820.325 113.7435 11646.684 2458.226 5499.82 54944.7 15132.474 18151.75 13155.7165 20.809
18.08.2008 89604.032 814.76 114.843 11458.647 2399.4195 5398.725 54682.7 14513.2425 19657.5 12865.4875 20.46
25.08.2008 85480.652 828.49 114.7595 11517.0525 2371.312 5515.47 55358.2 14393.3045 20437.5 12824.0605 20.065
01.09.2008 83826.52 808.55 108.2795 11446.132 2286.7 5504.3 53595 14700.263 19454 12633.07 22.0065
08.09.2008 72326.208 773.105 100.979 11352.0495 2131.0915 5373.44 50417.35 14639.8565 18809.75 12322.6985 24.4535
15.09.2008 62869.992 821.15 94.5665 10982.997 1999.4345 5079.6 48835.4 13409.4355 17297.5 11806.823 32.229
22.09.2008 71029.252 887.645 103.322 11004.7645 2232.7625 5169.965 50968.3 13673.0005 16695.25 12030.554 34.1875
29.09.2008 65996.684 870.03 94.846 10652.9585 2288.6575 4917.835 47649.95 12809.228 15736.5 11385.032 42.226
06.10.2008 46371.3 883.175 84.066 9314.442 2107.6095 4466.445 39323.7 11371.806 13325.25 9647.4495 57.065
13.10.2008 45981.084 830.785 74.469 8988.289 1985.5895 4121.62 38303.25 10898.407 11797.75 8912.378 63.763
20.10.2008 42322.416 754.115 67.927 8788.316 1909.819 4111.745 36184.2 10001.4505 9778 8692.1735 64.3725
27.10.2008 43546.304 741.09 63.1045 8877.2835 1747.1995 4082.295 33905.75 9050.8595 11206.5 8038.472 68.6525
03.11.2008 55135.512 740.28 61.774 9187.5665 1721.2675 4447.375 37955.55 10166.407 11533.5 8960.9115 55.6315
10.11.2008 49247.898 733.16 57.377 8664.36 1874.5835 4269.23 36125.7 9854.81 10986.875 8665.932 62.2055
17.11.2008 42057.088 746.515 51.1395 8107.233 1972.115 4037.84 34096.65 8868.689 10150.15 8152.4465 72.5825
24.11.2008 46652.1 814.59 52.569 8522.079 1916.379 4143.56 35165.1 8916.0145 10195.7 8188.283 60.2475
01.12.2008 42771.538 775.515 45.6675 8429.899 1938.288 4128.415 35177.65 8904.4315 9300.35 8077.318 63.333
08.12.2008 45217.69 793.91 44.6045 8718.539 2043.9655 4314.17 38253.6 9424.9515 9859.05 8422.1525 56.982
15.12.2008 46921.722 850.38 46.389 8711.0665 1982.1095 4297.26 39397.7 9913.7225 9780.15 8591.11 50.828
22.12.2008 47017.746 847.39 39.605 8485.2045 1903.678 4245.96 37306.4 9688.419 9657.45 8629.688 44.297
29.12.2008 45645.3166666667 876.458333333333 41.055 8598.72583333333 1838.17833333333 4349.35833333333 37260.75 9587.85333333333 10230.8333333333 8762.70416666667 42.3675
01.01.2009 45786.57 880.475 43.7675 8819.02375 1828.72 4457.95 38134.625 9841.64875 11858.75 8784.5875 39.58625
05.01.2009 45786.57 856.935 47.473 8848.7695 1895.115 4542.925 41461.2 9980.1 12288.55 9045.4885 40.9515
12.01.2009 44555.824 823.67 47.0225 8341.7265 1907.8355 4283.785 39233.6 9162.464 10631.75 8443.5245 47.373
19.01.2009 40305.394 855.105 44.9615 8128.1795 1988.312 4084.74 38230.15 8980.658 11153.2 8028.3775 49.8545
26.01.2009 42938.704 903.225 45.846 8176.0885 1996.7425 4194.7 39206.3 9071.632 11373.95 7999.076 43.121
02.02.2009 44754.112 909.89 45.0445 8032.3925 2075.876 4179.62 40198.2 9196.776 11441.3 7962.7665 44.3595
09.02.2009 51518.128 925.635 46.1725 8006.3185 2247.1625 4237.475 41433.2 9549.8125 10645.9 7938.3285 44.395
16.02.2009 47811.44 968.7 41.8125 7611.841 2285.487 4041.695 40231.05 9098.5945 9801.5 7600.14 46.802
23.02.2009 46335.03 964.3 43.447 7232.7555 2194.561 3858.685 38620.3 8867.2925 9750.05 7395.3455 46.8905
02.03.2009 49180.618 925.69 44.0455 6766.6645 2136.757 3601.725 37228.75 8439.4485 9710.95 7285.2945 49.712
09.03.2009 54461.394 917.93 44.9845 6900.6305 2145.256 3658.245 38296.95 8310.5345 9624.95 7234.2665 44.815
16.03.2009 57139.268 934.305 48.1615 7357.3525 2215.1525 3828.32 39705.3 8941.207 9908.15 7892.817 42.6255
23.03.2009 59821.39 935.86 52.5805 7724.9705 2334.4045 3912.055 41874.4 9649.8475 9640.9 8437.996 42.3305
30.03.2009 56583.274 916.84 50.0245 7752.6645 2392.9055 3943.8 42103.5 9935.8185 9903.1 8449.9405 43.2645
06.04.2009 62242.586 881.27 52.801 7920.7245 2406.3235 3962.045 44386.9 10637.5795 10732.1 8830.7685 39.3155
13.04.2009 65288.326 886.22 53.1885 8035.7405 2514.3375 4001.16 45683.4 11029.981 11828.7 8859.197 36.687
20.04.2009 64042.184 891.92 50.3095 7947.4155 2495.918 4026.77 45317.7 11000.005 11531.6 8785.5635 37.4545
27.04.2009 64476.178 897.255 50.506 8113.884 2441.095 4175.73 46691.45 11251.6985 11265.6 8726.1115 37.221
04.05.2009 69448.608 906.29 55.34 8439.8865 2575.2895 4353.965 50430.8 12024.304 12420.95 9079.2035 33.4525
11.05.2009 72395.764 922.595 58.165 8378.971 2625.509 4390.36 49845 11945.843 12601.75 9290.975 32.627
18.05.2009 73137.37 936.84 59.2105 8399.1455 2640.3825 4419.14 50848.85 14035.2295 12338.5 9227.6735 30.272
25.05.2009 73856.636 944.665 62.1095 8370.9615 2605.8715 4390.785 51904.15 14089.759 13094.5 9394.845 31.573
01.06.2009 80225.482 975.175 67.5725 8704.5745 2740.85 4437.82 53501.35 14897.8525 14400.9 9704.3025 29.91
08.06.2009 77998.674 953.55 70.232 8761.441 2781.631 4431.865 53400.85 15181.1625 15073 9933.978 28.4645
15.06.2009 72555.256 935.115 70.5605 8571.428 2804.4695 4322.54 51480.05 14682.301 14927.2 9838.1455 30.5215
22.06.2009 65576.542 931.36 68.552 8383.3 2908.14 4258.89 50402.75 14409.578 15075.85 9720.559 29.092
29.06.2009 66263.356 934.81 68.716 8448.9485 3000.616 4272.695 51507.05 14675.9685 15993 9884.5115 26.447
06.07.2009 61592.11 918.305 62.2965 8205.79 3098.0125 4174.945 49629.5 13991.964 15322.55 9503.122 30.0985
13.07.2009 62915.356 928.67 62.391 8489.242 3152.3225 4282.255 50372.95 14004.57 15523.2 9293.449 25.729
20.07.2009 69319.92 949.49 67.479 8925.6665 3279.667 4492.065 53403 15114.502 16204.3 9668.962 23.9685
27.07.2009 71118.498 943.61 69.479 9111.6415 3365.73 4580.57 54328.45 15347.552 16923.95 10141.5315 25.1475
03.08.2009 76244.29 963.21 74.0075 9286.2415 3402.771 4670.935 55966.9 15706.6765 19349.5 10358.137 25.2565
10.08.2009 74934.228 951.02 73.5665 9328.1255 3181.5815 4717.51 56512.55 15190.851 20002.65 10529.9335 25.323
17.08.2009 71940.808 942.445 72.5505 9275.1405 2889.5405 4707.57 56185.35 14993.2715 19087.8 10297.7555 26.1345
24.08.2009 77589.378 949.075 72.619 9543.4845 2936.7135 4891.24 57695.9 15692.902 19264.85 10526.1595 24.892
31.08.2009 76184.18 971.695 68.422 9380.301 2750.2205 4843.04 56136.25 15580.419 18327.55 10365.858 27.2455
07.09.2009 79274.732 1001.735 69.079 9516.2045 2920.1195 4962.535 57581 16135.58 17730.4 10382.1555 24.8245
14.09.2009 83516.808 1010.325 70.084 9719.102 3017.7575 5085.9 59656.9 16510.4685 17068.6 10317.1255 23.797
21.09.2009 81920.63 1005.27 67.917 9765.3755 2883.4715 5130.105 60696.9 16746.1235 17421.6 10375.705 24.2095
28.09.2009 82088.948 997.67 66.944 9664.4875 2779.3805 5106.06 61017.5 16967.4305 17223.05 10016.1725 26.425
05.10.2009 84145.82 1037.97 68.512 9707.2315 2798.865 5101.095 62815.95 16884.478 18372.35 9788.8395 25.456
12.10.2009 92729.058 1057.105 73.832 9946.9775 2951.6995 5207.96 65264.7 17079.4095 18662.7 10114.171 22.5745
19.10.2009 93535.622 1058.365 78.209 10033.104 3060.5725 5240.035 66046.2 17085.6045 19184.5 10280.621 21.4495
26.10.2009 89528.056 1040.83 77.202 9871.2825 3029.882 5151.32 63123.2 16356.5715 18546.15 10125.112 25.684
02.11.2009 84523.826 1079.675 77.378 9851.4755 3107.4095 5087.55 63356.2 15892.4315 17957.2 9809.7345 27.872
09.11.2009 87705.39 1108.14 77.621 10224.9235 3173.425 5248.245 65693.35 16606.0805 16885.75 9844.1865 23.3925
16.11.2009 90364.244 1139.755 78.427 10367.9635 3288.4355 5323.64 66512.9 16951.0015 16895.25 9668.8085 22.6045
23.11.2009 86493.672 1173.755 77.323 10415.589 3242.432 5295.7 66972.95 17011.7655 16752.9 9377.6345 21.6095
30.11.2009 87434.688 1194.74 78.3025 10405.79 3233.09 5289.06 68078.95 17096.3965 16284.55 9618.2445 22.539
07.12.2009 86962.804 1137.63 74.5695 10369.1845 3280.706 5254.24 68313.8 17126.238 16284 10046.7665 22.551
14.12.2009 89786.43 1120.02 73.303 10422.348 3233.6455 5277.47 68458.8 16946.842 17062.7 10128.63 21.5605
21.12.2009 90736.676 1094.12 74.3825 10458.6895 3092.3585 5339.63 67116.3 16987.9695 18159.45 10363.0535 19.915
28.12.2009 91242.795 1100.46875 77.599375 10529.21875 3218.239375 5408.4125 68135.875 17382.635625 18907.3125 10616.80125 20.27
01.01.2010 91684.28 1096.35 78.195 10493.965 3268.595 5408.275 68300.5 17431.6225 18840.75 10626.975 20.84
04.01.2010 91684.28 1125.26 80.7655 10566.709 3240.744 5508.2 70180.6 17614.8705 18747.25 10707.8065 19.5715
11.01.2010 96438.67 1139.28 79.492 10653.1115 3219.6635 5503.895 70017.95 17538.216 18143.3 10830.578 17.9195
18.01.2010 97370.494 1118.245 75.9605 10544.737 3188.3575 5426.12 68219.2 17355.604 18883.9 10778.081 20.0595
25.01.2010 93180.452 1091.64 72.6355 10179.64 3028.555 5231.995 65601.45 16533.794 18178.65 10371.0185 24.5505
01.02.2010 93545.96 1093.565 73.5355 10153.371 2959.434 5205.44 65701.35 16265.94 18033.15 10284.6975 23.6585
08.02.2010 88501.368 1077.505 72.062 10035.918 2969.0775 5124.765 64665.3 15997.091 17848.75 9994.714 25.3555
15.02.2010 88260.906 1111.75 75.523 10260.145 3006.63 5253.195 66654.65 16237.2835 19923.45 10177.565 22.1005
22.02.2010 87229.21 1108.78 77.578 10338.3765 3016.099 5332.705 66369.7 16282.7655 20464.35 10238.2525 20.5925
